Train No.,train Name,islno,station Code,Station Name,Arrival time,Departure time,Distance,Source Station Code,source Station Name,Destination station Code,Destination Station Name
'12130',AZAD HIND EXP  ,22,MKU ,MALKAPUR       ,'20:24:00','20:25:00',1474,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,23,BSL ,BHUSAVAL JN    ,'21:20:00','21:30:00',1524,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,24,JL  ,JALGAON JN     ,'21:54:00','21:55:00',1548,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,25,MMR ,MANMAD JN      ,'23:50:00','23:55:00',1708,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,26,KPG ,KOPARGAON      ,'01:29:00','01:30:00',1750,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,27,BAP ,BELAPUR        ,'02:19:00','02:20:00',1794,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,28,ANG ,AHMADNAGAR     ,'03:27:00','03:30:00',1861,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,29,DD  ,DAUND JN       ,'05:05:00','05:20:00',1944,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12130',AZAD HIND EXP  ,30,PUNE,PUNE JN        ,'06:50:00','00:00:00',2020,HWH ,HOWRAH JN      ,PUNE,PUNE JN        
'12131',DR SAINAGAR EXP,1,DR  ,DADAR          ,'00:00:00','21:45:00',0,DR  ,DADAR          ,SNSI,SAINAGAR SHIRDI
'12131',DR SAINAGAR EXP,2,TNA ,THANE          ,'22:03:00','22:05:00',25,DR  ,DADAR          ,SNSI,SAINAGAR SHIRDI
'12131',DR SAINAGAR EXP,3,KYN ,KALYAN JN      ,'22:22:00','22:25:00',45,DR  ,DADAR          ,SNSI,SAINAGAR SHIRDI
'12131',DR SAINAGAR EXP,4,IGP ,IGATPURI       ,'00:08:00','00:10:00',128,DR  ,DADAR          ,SNSI,SAINAGAR SHIRDI
'12131',DR SAINAGAR EXP,5,NK  ,NASIK ROAD     ,'00:53:00','00:55:00',179,DR  ,DADAR          ,SNSI,SAINAGAR SHIRDI
'12131',DR SAINAGAR EXP,6,MMR ,MANMAD JN      ,'01:50:00','01:55:00',252,DR  ,DADAR          ,SNSI,SAINAGAR SHIRDI
'12131',DR SAINAGAR EXP,7,ANKX,ANK MMR DIRECT ,'02:20:00','02:22:00',259,DR  ,DADAR          ,SNSI,SAINAGAR SHIRDI
'12131',DR SAINAGAR EXP,8,KPG ,KOPARGAON      ,'02:58:00','03:00:00',295,DR  ,DADAR          ,SNSI,SAINAGAR SHIRDI
'12131',DR SAINAGAR EXP,9,PB  ,PUNTAMBA       ,'03:40:00','03:41:00',319,DR  ,DADAR          ,SNSI,SAINAGAR SHIRDI
'12131',DR SAINAGAR EXP,10,SNSI,SAINAGAR SHIRDI,'03:51:00','00:00:00',336,DR  ,DADAR          ,SNSI,SAINAGAR SHIRDI
'12132',SAINAGAR DR EXP,1,SNSI,SAINAGAR SHIRDI,'00:00:00','22:25:00',0,SNSI,SAINAGAR SHIRDI,DR  ,DADAR          
'12132',SAINAGAR DR EXP,2,PB  ,PUNTAMBA       ,'22:40:00','22:42:00',17,SNSI,SAINAGAR SHIRDI,DR  ,DADAR          
'12132',SAINAGAR DR EXP,3,KPG ,KOPARGAON      ,'22:59:00','23:00:00',41,SNSI,SAINAGAR SHIRDI,DR  ,DADAR          
'12132',SAINAGAR DR EXP,4,ANKX,ANK MMR DIRECT ,'23:40:00','23:42:00',78,SNSI,SAINAGAR SHIRDI,DR  ,DADAR          
'12132',SAINAGAR DR EXP,5,MMR ,MANMAD JN      ,'23:55:00','23:58:00',85,SNSI,SAINAGAR SHIRDI,DR  ,DADAR          
'12132',SAINAGAR DR EXP,6,NK  ,NASIK ROAD     ,'00:57:00','01:00:00',158,SNSI,SAINAGAR SHIRDI,DR  ,DADAR          
'12132',SAINAGAR DR EXP,7,IGP ,IGATPURI       ,'01:50:00','01:55:00',208,SNSI,SAINAGAR SHIRDI,DR  ,DADAR          
'12132',SAINAGAR DR EXP,8,KYN ,KALYAN JN      ,'03:27:00','03:30:00',292,SNSI,SAINAGAR SHIRDI,DR  ,DADAR          
'12132',SAINAGAR DR EXP,9,TNA ,THANE          ,'03:48:00','03:50:00',312,SNSI,SAINAGAR SHIRDI,DR  ,DADAR          
'12132',SAINAGAR DR EXP,10,DR  ,DADAR          ,'04:30:00','00:00:00',336,SNSI,SAINAGAR SHIRDI,DR  ,DADAR          
'12133',MANGALORE EXP  ,1,CSTM,MUMBAI CST     ,'00:00:00','22:00:00',0,CSTM,MUMBAI CST     ,MAJN,MANGALORE JN   
'12133',MANGALORE EXP  ,2,TNA ,THANE          ,'22:33:00','22:35:00',34,CSTM,MUMBAI CST     ,MAJN,MANGALORE JN   
'12133',MANGALORE EXP  ,3,DIVA,DIVA           ,'22:55:00','22:56:00',43,CSTM,MUMBAI CST     ,MAJN,MANGALORE JN   
'12133',MANGALORE EXP  ,4,PNVL,PANVEL         ,'23:12:00','23:15:00',69,CSTM,MUMBAI CST     ,MAJN,MANGALORE JN   
'12133',MANGALORE EXP  ,5,ROHA,ROHA           ,'00:48:00','00:50:00',146,CSTM,MUMBAI CST     ,MAJN,MANGALORE JN   
'12133',MANGALORE EXP  ,6,RN  ,RATNAGIRI      ,'04:50:00','04:55:00',431,CSTM,MUMBAI CST     ,MAJN,MANGALORE JN   
'12133',MANGALORE EXP  ,7,KKW ,KANKAVALI      ,'06:40:00','06:42:00',587,CSTM,MUMBAI CST     ,MAJN,MANGALORE JN   
'12133',MANGALORE EXP  ,8,MAO ,MADGAON        ,'08:50:00','09:00:00',765,CSTM,MUMBAI CST     ,MAJN,MANGALORE JN   
'12133',MANGALORE EXP  ,9,KAWR,KARWAR         ,'09:58:00','10:00:00',847,CSTM,MUMBAI CST     ,MAJN,MANGALORE JN   
'12133',MANGALORE EXP  ,10,KT  ,KUMTA          ,'11:06:00','11:08:00',924,CSTM,MUMBAI CST     ,MAJN,MANGALORE JN   
'12133',MANGALORE EXP  ,11,BTJL,BHATKAL        ,'12:00:00','12:01:00',1001,CSTM,MUMBAI CST     ,MAJN,MANGALORE JN   
'12133',MANGALORE EXP  ,12,BYNR,MOOKAMBIKA ROAD,'12:18:00','12:20:00',1023,CSTM,MUMBAI CST     ,MAJN,MANGALORE JN   
'12133',MANGALORE EXP  ,13,KUDA,KUNDAPURA      ,'12:55:00','12:56:00',1070,CSTM,MUMBAI CST     ,MAJN,MANGALORE JN   
'12133',MANGALORE EXP  ,14,UD  ,UDUPI          ,'13:18:00','13:20:00',1115,CSTM,MUMBAI CST     ,MAJN,MANGALORE JN   
'12133',MANGALORE EXP  ,15,SL  ,SURATHKAL      ,'14:00:00','14:02:00',1173,CSTM,MUMBAI CST     ,MAJN,MANGALORE JN   
'12133',MANGALORE EXP  ,16,TOK ,THOKUR         ,'14:30:00','14:31:00',1180,CSTM,MUMBAI CST     ,MAJN,MANGALORE JN   
'12133',MANGALORE EXP  ,17,MAJN,MANGALORE JN   ,'15:15:00','00:00:00',1196,CSTM,MUMBAI CST     ,MAJN,MANGALORE JN   
'12134',MUMBAI EXP     ,1,MAJN,MANGALORE JN   ,'00:00:00','16:45:00',0,MAJN,MANGALORE JN   ,CSTM,MUMBAI CST     
'12134',MUMBAI EXP     ,2,TOK ,THOKUR         ,'16:53:00','16:55:00',17,MAJN,MANGALORE JN   ,CSTM,MUMBAI CST     
'12134',MUMBAI EXP     ,3,SL  ,SURATHKAL      ,'17:16:00','17:18:00',23,MAJN,MANGALORE JN   ,CSTM,MUMBAI CST     
'12134',MUMBAI EXP     ,4,UD  ,UDUPI          ,'17:48:00','17:50:00',82,MAJN,MANGALORE JN   ,CSTM,MUMBAI CST     
'12134',MUMBAI EXP     ,5,KUDA,KUNDAPURA      ,'18:27:00','18:28:00',126,MAJN,MANGALORE JN   ,CSTM,MUMBAI CST     
'12134',MUMBAI EXP     ,6,BYNR,MOOKAMBIKA ROAD,'18:45:00','18:47:00',173,MAJN,MANGALORE JN   ,CSTM,MUMBAI CST     
'12134',MUMBAI EXP     ,7,BTJL,BHATKAL        ,'19:17:00','19:18:00',195,MAJN,MANGALORE JN   ,CSTM,MUMBAI CST     
'12134',MUMBAI EXP     ,8,KT  ,KUMTA          ,'19:40:00','19:42:00',272,MAJN,MANGALORE JN   ,CSTM,MUMBAI CST     
'12134',MUMBAI EXP     ,9,KAWR,KARWAR         ,'20:32:00','20:34:00',349,MAJN,MANGALORE JN   ,CSTM,MUMBAI CST     
'12134',MUMBAI EXP     ,10,MAO ,MADGAON        ,'21:40:00','21:50:00',431,MAJN,MANGALORE JN   ,CSTM,MUMBAI CST     
'12134',MUMBAI EXP     ,11,KKW ,KANKAVALI      ,'00:02:00','00:04:00',609,MAJN,MANGALORE JN   ,CSTM,MUMBAI CST     
'12134',MUMBAI EXP     ,12,RN  ,RATNAGIRI      ,'02:15:00','02:20:00',765,MAJN,MANGALORE JN   ,CSTM,MUMBAI CST     
'12134',MUMBAI EXP     ,13,ROHA,ROHA           ,'07:45:00','07:50:00',1050,MAJN,MANGALORE JN   ,CSTM,MUMBAI CST     
'12134',MUMBAI EXP     ,14,PNVL,PANVEL         ,'08:25:00','08:30:00',1128,MAJN,MANGALORE JN   ,CSTM,MUMBAI CST     
'12134',MUMBAI EXP     ,15,TNA ,THANE          ,'09:27:00','09:30:00',1162,MAJN,MANGALORE JN   ,CSTM,MUMBAI CST     
'12134',MUMBAI EXP     ,16,CSTM,MUMBAI CST     ,'10:33:00','00:00:00',1195,MAJN,MANGALORE JN   ,CSTM,MUMBAI CST     
'12135',PUNE NAGPUR EXP,1,PUNE,PUNE JN        ,'00:00:00','17:40:00',0,PUNE,PUNE JN        ,NGP ,NAGPUR         
'12135',PUNE NAGPUR EXP,2,DD  ,DAUND JN       ,'18:55:00','19:10:00',76,PUNE,PUNE JN        ,NGP ,NAGPUR         
'12135',PUNE NAGPUR EXP,3,ANG ,AHMADNAGAR     ,'20:50:00','20:55:00',160,PUNE,PUNE JN        ,NGP ,NAGPUR         
'12135',PUNE NAGPUR EXP,4,BAP ,BELAPUR        ,'21:53:00','21:55:00',227,PUNE,PUNE JN        ,NGP ,NAGPUR         
'12135',PUNE NAGPUR EXP,5,KPG ,KOPARGAON      ,'22:43:00','22:45:00',271,PUNE,PUNE JN        ,NGP ,NAGPUR         
'12135',PUNE NAGPUR EXP,6,MMR ,MANMAD JN      ,'00:01:00','00:05:00',313,PUNE,PUNE JN        ,NGP ,NAGPUR         
'12135',PUNE NAGPUR EXP,7,CSN ,CHALISGAON JN  ,'00:53:00','00:55:00',380,PUNE,PUNE JN        ,NGP ,NAGPUR         
'12135',PUNE NAGPUR EXP,8,JL  ,JALGAON JN     ,'01:58:00','02:00:00',473,PUNE,PUNE JN        ,NGP ,NAGPUR         
'12135',PUNE NAGPUR EXP,9,BSL ,BHUSAVAL JN    ,'02:30:00','02:40:00',497,PUNE,PUNE JN        ,NGP ,NAGPUR         
'12135',PUNE NAGPUR EXP,10,MKU ,MALKAPUR       ,'03:23:00','03:25:00',547,PUNE,PUNE JN        ,NGP ,NAGPUR         
'12135',PUNE NAGPUR EXP,11,SEG ,SHEGAON        ,'04:03:00','04:05:00',599,PUNE,PUNE JN        ,NGP ,NAGPUR         
'12135',PUNE NAGPUR EXP,12,AK  ,AKOLA JN       ,'04:30:00','04:35:00',636,PUNE,PUNE JN        ,NGP ,NAGPUR         
'12135',PUNE NAGPUR EXP,13,BD  ,BADNERA JN     ,'06:20:00','06:25:00',715,PUNE,PUNE JN        ,NGP ,NAGPUR         
'12135',PUNE NAGPUR EXP,14,DMN ,DHAMANGAON     ,'07:10:00','07:12:00',761,PUNE,PUNE JN        ,NGP ,NAGPUR         
'12135',PUNE NAGPUR EXP,15,PLO ,PULGAON JN     ,'07:27:00','07:29:00',781,PUNE,PUNE JN        ,NGP ,NAGPUR         
'12135',PUNE NAGPUR EXP,16,WR  ,WARDHA JN      ,'08:04:00','08:07:00',811,PUNE,PUNE JN        ,NGP ,NAGPUR         
'12135',PUNE NAGPUR EXP,17,AJNI,AJNI           ,'09:08:00','09:10:00',886,PUNE,PUNE JN        ,NGP ,NAGPUR         
'12135',PUNE NAGPUR EXP,18,NGP ,NAGPUR         ,'09:25:00','00:00:00',889,PUNE,PUNE JN        ,NGP ,NAGPUR         
'12136',NAGPUR PUNE EXP,1,NGP ,NAGPUR         ,'00:00:00','18:35:00',0,NGP ,NAGPUR         ,PUNE,PUNE JN        
'12136',NAGPUR PUNE EXP,2,AJNI,AJNI           ,'18:43:00','18:45:00',3,NGP ,NAGPUR         ,PUNE,PUNE JN        
'12136',NAGPUR PUNE EXP,3,WR  ,WARDHA JN      ,'19:42:00','19:45:00',79,NGP ,NAGPUR         ,PUNE,PUNE JN        
'12136',NAGPUR PUNE EXP,4,PLO ,PULGAON JN     ,'20:08:00','20:10:00',109,NGP ,NAGPUR         ,PUNE,PUNE JN        
'12136',NAGPUR PUNE EXP,5,DMN ,DHAMANGAON     ,'20:28:00','20:30:00',129,NGP ,NAGPUR         ,PUNE,PUNE JN        
'12136',NAGPUR PUNE EXP,6,BD  ,BADNERA JN     ,'21:30:00','21:33:00',175,NGP ,NAGPUR         ,PUNE,PUNE JN        
'12136',NAGPUR PUNE EXP,7,AK  ,AKOLA JN       ,'22:25:00','22:30:00',253,NGP ,NAGPUR         ,PUNE,PUNE JN        
'12136',NAGPUR PUNE EXP,8,SEG ,SHEGAON        ,'22:58:00','23:00:00',291,NGP ,NAGPUR         ,PUNE,PUNE JN        
'12136',NAGPUR PUNE EXP,9,MKU ,MALKAPUR       ,'23:33:00','23:35:00',343,NGP ,NAGPUR         ,PUNE,PUNE JN        
'12136',NAGPUR PUNE EXP,10,BSL ,BHUSAVAL JN    ,'00:30:00','00:45:00',393,NGP ,NAGPUR         ,PUNE,PUNE JN        
'12136',NAGPUR PUNE EXP,11,JL  ,JALGAON JN     ,'01:10:00','01:12:00',417,NGP ,NAGPUR         ,PUNE,PUNE JN        
'12136',NAGPUR PUNE EXP,12,CSN ,CHALISGAON JN  ,'02:08:00','02:10:00',510,NGP ,NAGPUR         ,PUNE,PUNE JN        
'12136',NAGPUR PUNE EXP,13,MMR ,MANMAD JN      ,'03:20:00','03:25:00',577,NGP ,NAGPUR         ,PUNE,PUNE JN        
'12136',NAGPUR PUNE EXP,14,KPG ,KOPARGAON      ,'04:18:00','04:20:00',619,NGP ,NAGPUR         ,PUNE,PUNE JN        
'12136',NAGPUR PUNE EXP,15,BAP ,BELAPUR        ,'04:58:00','05:00:00',663,NGP ,NAGPUR         ,PUNE,PUNE JN        
'12136',NAGPUR PUNE EXP,16,ANG ,AHMADNAGAR     ,'05:50:00','05:55:00',730,NGP ,NAGPUR         ,PUNE,PUNE JN        
'12136',NAGPUR PUNE EXP,17,DD  ,DAUND JN       ,'08:00:00','08:15:00',814,NGP ,NAGPUR         ,PUNE,PUNE JN        
'12136',NAGPUR PUNE EXP,18,PUNE,PUNE JN        ,'09:45:00','00:00:00',889,NGP ,NAGPUR         ,PUNE,PUNE JN        
'12137',PUNJAB MAIL    ,1,CSTM,MUMBAI CST     ,'00:00:00','19:40:00',0,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,2,DR  ,DADAR          ,'19:53:00','19:55:00',9,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,3,KYN ,KALYAN JN      ,'20:35:00','20:40:00',54,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,4,KSRA,KASARA         ,'21:43:00','21:45:00',121,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,5,IGP ,IGATPURI       ,'22:28:00','22:30:00',137,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,6,DVL ,DEVLALI        ,'23:08:00','23:10:00',182,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,7,NK  ,NASIK ROAD     ,'23:20:00','23:25:00',188,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,8,MMR ,MANMAD JN      ,'00:27:00','00:30:00',261,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,9,CSN ,CHALISGAON JN  ,'01:14:00','01:16:00',328,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,10,JL  ,JALGAON JN     ,'02:08:00','02:10:00',420,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,11,BSL ,BHUSAVAL JN    ,'02:40:00','02:50:00',445,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,12,BAU ,BURHANPUR      ,'03:28:00','03:30:00',499,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,13,KNW ,KHANDWA        ,'04:55:00','05:00:00',568,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,14,KKN ,KHIRKIYA       ,'05:48:00','05:50:00',644,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,15,HD  ,HARDA          ,'06:18:00','06:20:00',676,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,16,BPF ,BANAPURA       ,'06:50:00','06:52:00',718,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,17,ET  ,ITARSI JN      ,'07:35:00','07:40:00',752,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,18,HBD ,HOSHANGABAD    ,'07:58:00','08:00:00',769,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,19,HBJ ,HABIBGANJ      ,'09:10:00','09:12:00',837,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,20,BPL ,BHOPAL  JN     ,'09:35:00','09:40:00',843,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,21,BHS ,VIDISHA        ,'10:17:00','10:19:00',896,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,22,BAQ ,GANJ BASODA    ,'10:48:00','10:50:00',936,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,23,BINA,BINA JN        ,'12:00:00','12:05:00',982,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,24,LAR ,LALITPUR       ,'12:57:00','12:59:00',1044,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,25,BAB ,BABINA         ,'13:42:00','13:44:00',1109,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,26,JHS ,JHANSI JN      ,'14:20:00','14:30:00',1134,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,27,DAA ,DATIA          ,'14:50:00','14:52:00',1159,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,28,DBA ,DABRA          ,'15:14:00','15:16:00',1189,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,29,GWL ,GWALIOR        ,'15:55:00','16:00:00',1231,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,30,MRA ,MORENA         ,'16:25:00','16:27:00',1270,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,31,DHO ,DHAULPUR       ,'16:50:00','16:52:00',1297,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,32,AGC ,AGRA CANTT     ,'17:50:00','17:55:00',1350,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,33,RKM ,RAJA KI MANDI  ,'18:02:00','18:04:00',1354,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,34,MTJ ,MATHURA JN     ,'18:42:00','18:45:00',1403,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,35,KSV ,KOSI KALAN     ,'19:13:00','19:15:00',1444,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,36,FDB ,FARIDABAD      ,'20:24:00','20:26:00',1516,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,37,NZM ,H NIZAMUDDIN   ,'20:51:00','20:53:00',1537,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,38,NDLS,NEW DELHI      ,'21:15:00','21:50:00',1544,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,39,DKZ ,DELHI KISHANGNJ,'22:06:00','22:08:00',1548,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,40,SSB ,SHAKURBASTI    ,'22:20:00','22:22:00',1555,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,41,BGZ ,BAHADURGARH    ,'22:40:00','22:42:00',1575,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,42,ROK ,ROHTAK JN      ,'23:20:00','23:23:00',1615,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,43,JIND,JIND JN        ,'00:13:00','00:15:00',1672,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,44,NRW ,NARWANA JN     ,'00:38:00','00:40:00',1706,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,45,TUN ,TOHANA         ,'00:57:00','00:59:00',1732,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,46,JHL ,JAKHAL JN      ,'01:18:00','01:20:00',1744,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,47,BRZ ,BARETA         ,'01:33:00','01:35:00',1758,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,48,BLZ ,BUDHLADA       ,'01:46:00','01:48:00',1774,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,49,MSZ ,MANSA          ,'02:01:00','02:03:00',1789,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,50,MAUR,MAUR           ,'02:23:00','02:25:00',1808,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,51,BTI ,BHATINDA JN    ,'03:40:00','03:50:00',1842,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,52,GNA ,GONEANA B JAGTA,'04:01:00','04:03:00',1854,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,53,GJUT,GANGSAR JAITU  ,'04:16:00','04:18:00',1869,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,54,KKP ,KOT KAPURA     ,'04:35:00','04:37:00',1885,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,55,FDK ,FARIDKOT       ,'04:49:00','04:51:00',1897,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,56,FZR ,FIROZPUR CANT  ,'05:50:00','00:00:00',1930,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12138',PUNJAB MAIL    ,1,FZR ,FIROZPUR CANT  ,'00:00:00','21:40:00',0,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,2,FDK ,FARIDKOT       ,'22:05:00','22:07:00',33,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,3,KKP ,KOT KAPURA     ,'22:21:00','22:23:00',45,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,4,GJUT,GANGSAR JAITU  ,'22:38:00','22:40:00',61,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,5,GNA ,GONEANA B JAGTA,'22:54:00','22:56:00',76,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,6,BTI ,BHATINDA JN    ,'23:25:00','23:35:00',88,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,7,MAUR,MAUR           ,'00:02:00','00:04:00',122,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,8,MSZ ,MANSA          ,'00:19:00','00:21:00',141,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,9,BLZ ,BUDHLADA       ,'00:35:00','00:37:00',157,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,10,BRZ ,BARETA         ,'00:50:00','00:52:00',172,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,11,JHL ,JAKHAL JN      ,'01:08:00','01:10:00',186,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,12,TUN ,TOHANA         ,'01:24:00','01:26:00',198,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,13,NRW ,NARWANA JN     ,'01:45:00','01:47:00',224,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,14,JIND,JIND JN        ,'02:20:00','02:23:00',258,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,15,ROK ,ROHTAK JN      ,'03:12:00','03:14:00',315,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,16,BGZ ,BAHADURGARH    ,'03:44:00','03:46:00',355,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,17,SSB ,SHAKURBASTI    ,'04:11:00','04:13:00',375,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,18,DKZ ,DELHI KISHANGNJ,'04:25:00','04:27:00',382,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,19,NDLS,NEW DELHI      ,'04:50:00','05:15:00',386,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
